resume_text,profession
"Name: Candidate_146. Experience: 10 years. Skills: Java, Spring. Education: MCA.",Product Manager
"Name: Candidate_147. Experience: 7 years. Skills: JavaScript, React. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_148. Experience: 15 years. Skills: Excel, Admin. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_149. Experience: 13 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_150. Experience: 3 years. Skills: AWS, DevOps. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_151. Experience: 14 years. Skills: Java, Spring. Education: BCA.",Frontend Developer
"Name: Candidate_152. Experience: 3 years. Skills: AWS, DevOps. Education: MCA.",DevOps Engineer
"Name: Candidate_153. Experience: 7 years. Skills: R, Statistics. Education: MCA.",Embedded Engineer
"Name: Candidate_154. Experience: 0 years. Skills: JavaScript, React. Education: Diploma in CS.",Product Manager
"Name: Candidate_155. Experience: 9 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_156. Experience: 14 years. Skills: PHP, Laravel. Education: BCA.",Backend Developer
"Name: Candidate_157. Experience: 9 years. Skills: AWS, DevOps. Education: B.Sc in IT.",Product Manager
"Name: Candidate_158. Experience: 7 years. Skills: C++, IoT. Education: MCA.",Backend Developer
"Name: Candidate_159. Experience: 8 years. Skills: Java, Spring. Education: BCA.",Product Manager
"Name: Candidate_160. Experience: 11 years. Skills: Angular, TypeScript. Education: M.Tech.",Backend Developer
"Name: Candidate_161. Experience: 13 years. Skills: Excel, Admin. Education: M.Tech.",Frontend Developer
"Name: Candidate_162. Experience: 8 years. Skills: Java, Spring. Education: MBA.",Virtual Assistant
"Name: Candidate_163. Experience: 5 years. Skills: Angular, TypeScript. Education: MCA.",Frontend Developer
"Name: Candidate_164. Experience: 14 years. Skills: PHP, Laravel. Education: M.Tech.",Virtual Assistant
"Name: Candidate_165. Experience: 11 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Data Analyst
"Name: Candidate_166. Experience: 13 years. Skills: PHP, Laravel. Education: B.Com.",Frontend Developer
"Name: Candidate_167. Experience: 11 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_168. Experience: 1 years. Skills: AWS, DevOps. Education: BCA.",Data Analyst
"Name: Candidate_169. Experience: 5 years. Skills: R, Statistics. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_170. Experience: 9 years. Skills: Java, Spring. Education: M.Tech.",Frontend Developer
"Name: Candidate_171. Experience: 14 years. Skills: AWS, DevOps. Education: M.Tech.",Virtual Assistant
"Name: Candidate_172. Experience: 11 years. Skills: R, Statistics. Education: M.Tech.",Data Analyst
"Name: Candidate_173. Experience: 0 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",Product Manager
"Name: Candidate_174. Experience: 9 years. Skills: Excel, Admin. Education: MBA.",Virtual Assistant
"Name: Candidate_175. Experience: 1 years. Skills: Python, SQL, ML. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_176. Experience: 1 years. Skills: C++, IoT. Education: BCA.",Backend Developer
"Name: Candidate_177. Experience: 2 years. Skills: JavaScript, React. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_178. Experience: 14 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_179. Experience: 15 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_180. Experience: 12 years. Skills: R, Statistics. Education: M.Tech.",Backend Developer
"Name: Candidate_181. Experience: 11 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",Product Manager
"Name: Candidate_182. Experience: 15 years. Skills: R, Statistics. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_183. Experience: 11 years. Skills: Python, SQL, ML. Education: M.Tech.",Virtual Assistant
"Name: Candidate_184. Experience: 2 years. Skills: C++, IoT. Education: MCA.",DevOps Engineer
"Name: Candidate_185. Experience: 9 years. Skills: Java, Spring. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_186. Experience: 15 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_187. Experience: 0 years. Skills: Java, Spring. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_188. Experience: 1 years. Skills: Angular, TypeScript. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_189. Experience: 1 years. Skills: JavaScript, React. Education: B.Com.",Virtual Assistant
"Name: Candidate_190. Experience: 2 years. Skills: PHP, Laravel. Education: BCA.",Data Analyst
"Name: Candidate_191. Experience: 1 years. Skills: Python, SQL, ML. Education: BCA.",Frontend Developer
"Name: Candidate_192. Experience: 8 years. Skills: R, Statistics. Education: MBA.",Product Manager
"Name: Candidate_193. Experience: 7 years. Skills: Java, Spring. Education: B.Com.",Data Analyst
"Name: Candidate_194. Experience: 13 years. Skills: R, Statistics. Education: BCA.",Backend Developer
"Name: Candidate_195. Experience: 13 years. Skills: Angular, TypeScript. Education: MBA.",Frontend Developer
"Name: Candidate_196. Experience: 9 years. Skills: Node.js, MongoDB. Education: BCA.",Frontend Developer
"Name: Candidate_197. Experience: 3 years. Skills: Node.js, MongoDB. Education: M.Tech.",Product Manager
"Name: Candidate_198. Experience: 2 years. Skills: Java, Spring. Education: BCA.",Embedded Engineer
"Name: Candidate_199. Experience: 15 years. Skills: Python, SQL, ML. Education: MCA.",Virtual Assistant
"Name: Candidate_200. Experience: 14 years. Skills: R, Statistics. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_201. Experience: 2 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_202. Experience: 9 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_203. Experience: 7 years. Skills: Java, Spring. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_204. Experience: 11 years. Skills: JavaScript, React. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_205. Experience: 7 years. Skills: PHP, Laravel. Education: B.Com.",DevOps Engineer
"Name: Candidate_206. Experience: 3 years. Skills: Python, SQL, ML. Education: BCA.",Data Analyst
"Name: Candidate_207. Experience: 10 years. Skills: Excel, Admin. Education: MCA.",Embedded Engineer
"Name: Candidate_208. Experience: 14 years. Skills: Node.js, MongoDB. Education: BCA.",Virtual Assistant
"Name: Candidate_209. Experience: 9 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_210. Experience: 5 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_211. Experience: 10 years. Skills: Node.js, MongoDB. Education: M.Tech.",Frontend Developer
"Name: Candidate_212. Experience: 4 years. Skills: Excel, Admin. Education: M.Tech.",Embedded Engineer
"Name: Candidate_213. Experience: 3 years. Skills: C++, IoT. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_214. Experience: 4 years. Skills: Excel, Admin. Education: MCA.",Product Manager
"Name: Candidate_215. Experience: 10 years. Skills: Angular, TypeScript. Education: MCA.",Data Scientist
"Name: Candidate_216. Experience: 6 years. Skills: JavaScript, React. Education: M.Tech.",Product Manager
"Name: Candidate_217. Experience: 8 years. Skills: JavaScript, React. Education: M.Tech.",Embedded Engineer
"Name: Candidate_218. Experience: 0 years. Skills: AWS, DevOps. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_219. Experience: 7 years. Skills: Node.js, MongoDB. Education: B.Com.",Backend Developer
"Name: Candidate_220. Experience: 12 years. Skills: JavaScript, React. Education: M.Tech.",Backend Developer
"Name: Candidate_221. Experience: 13 years. Skills: AWS, DevOps. Education: B.Com.",Backend Developer
"Name: Candidate_222. Experience: 15 years. Skills: Angular, TypeScript. Education: MBA.",Data Scientist
"Name: Candidate_223. Experience: 1 years. Skills: JavaScript, React. Education: MBA.",Data Scientist
"Name: Candidate_224. Experience: 1 years. Skills: PHP, Laravel. Education: B.Com.",Data Analyst
"Name: Candidate_225. Experience: 13 years. Skills: AWS, DevOps. Education: MBA.",DevOps Engineer
"Name: Candidate_226. Experience: 15 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_227. Experience: 7 years. Skills: C++, IoT. Education: MCA.",Backend Developer
"Name: Candidate_228. Experience: 12 years. Skills: Python, SQL, ML. Education: MBA.",DevOps Engineer
"Name: Candidate_229. Experience: 8 years. Skills: Python, SQL, ML. Education: M.Tech.",Embedded Engineer
"Name: Candidate_230. Experience: 13 years. Skills: Angular, TypeScript. Education: BCA.",Product Manager
"Name: Candidate_231. Experience: 14 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_232. Experience: 0 years. Skills: Angular, TypeScript. Education: MCA.",Data Scientist
"Name: Candidate_233. Experience: 9 years. Skills: R, Statistics. Education: B.Com.",Backend Developer
"Name: Candidate_234. Experience: 14 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_235. Experience: 5 years. Skills: R, Statistics. Education: BCA.",Virtual Assistant
"Name: Candidate_236. Experience: 12 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_237. Experience: 15 years. Skills: Angular, TypeScript. Education: MBA.",Embedded Engineer
