Name,Experience_Years,Skills,Education,Applied_Job_Role
Candidate_1693,3,"R, Statistics",M.Tech,Product Manager
Candidate_1694,11,"JavaScript, React",B.Sc in IT,Frontend Developer
Candidate_1695,14,"Python, SQL, ML",MBA,Data Analyst
Candidate_1696,12,"JavaScript, React",B.Tech in CS,Frontend Developer
Candidate_1697,4,"Angular, TypeScript",MBA,Backend Developer
Candidate_1698,3,"Python, SQL, ML",MCA,Embedded Engineer
Candidate_1699,13,"PHP, Laravel",BCA,Product Manager
Candidate_1700,0,"Excel, Admin",MBA,Product Manager
Candidate_1701,10,"Excel, Admin",MCA,Data Analyst
Candidate_1702,7,"PHP, Laravel",BCA,Embedded Engineer
Candidate_1703,15,"Angular, TypeScript",B.Sc in IT,DevOps Engineer
Candidate_1704,6,"JavaScript, React",Diploma in CS,Virtual Assistant
Candidate_1705,10,"C++, IoT",B.Sc in IT,Backend Developer
Candidate_1706,7,"Angular, TypeScript",MCA,Backend Developer
Candidate_1707,1,"Python, SQL, ML",B.Tech in CS,Embedded Engineer
Candidate_1708,2,"AWS, DevOps",MBA,DevOps Engineer
Candidate_1709,4,"Node.js, MongoDB",Diploma in CS,Backend Developer
Candidate_1710,5,"C++, IoT",Diploma in CS,Backend Developer
Candidate_1711,1,"JavaScript, React",B.Tech in CS,Data Scientist
Candidate_1712,10,"Python, SQL, ML",BCA,Embedded Engineer
Candidate_1713,5,"Angular, TypeScript",BCA,Data Analyst
Candidate_1714,9,"Excel, Admin",Diploma in CS,Frontend Developer
Candidate_1715,11,"Python, SQL, ML",M.Tech,Frontend Developer
Candidate_1716,10,"Angular, TypeScript",B.Tech in CS,Virtual Assistant
Candidate_1717,12,"Python, SQL, ML",MCA,Frontend Developer
Candidate_1718,10,"R, Statistics",B.Com,Backend Developer
Candidate_1719,10,"Java, Spring",M.Tech,Virtual Assistant
Candidate_1720,6,"C++, IoT",MCA,Embedded Engineer
Candidate_1721,13,"PHP, Laravel",M.Tech,Data Scientist
Candidate_1722,10,"PHP, Laravel",B.Sc in IT,Data Scientist
Candidate_1723,14,"R, Statistics",B.Com,Product Manager
Candidate_1724,14,"Python, SQL, ML",B.Tech in CS,Frontend Developer
Candidate_1725,1,"C++, IoT",B.Tech in CS,Data Analyst
Candidate_1726,10,"Angular, TypeScript",BCA,Frontend Developer
Candidate_1727,0,"R, Statistics",B.Sc in IT,Virtual Assistant
Candidate_1728,1,"JavaScript, React",B.Sc in IT,Backend Developer
Candidate_1729,5,"R, Statistics",BCA,Virtual Assistant
Candidate_1730,2,"Node.js, MongoDB",Diploma in CS,DevOps Engineer
Candidate_1731,10,"AWS, DevOps",B.Com,Data Analyst
Candidate_1732,2,"Python, SQL, ML",MCA,Backend Developer
Candidate_1733,6,"AWS, DevOps",B.Tech in CS,Frontend Developer
Candidate_1734,8,"Angular, TypeScript",MCA,Frontend Developer
Candidate_1735,0,"Angular, TypeScript",B.Com,Data Analyst
Candidate_1736,7,"C++, IoT",BCA,Backend Developer
Candidate_1737,9,"Python, SQL, ML",MBA,Virtual Assistant
Candidate_1738,0,"Node.js, MongoDB",Diploma in CS,DevOps Engineer
Candidate_1739,1,"Java, Spring",M.Tech,Backend Developer
Candidate_1740,0,"Excel, Admin",M.Tech,Backend Developer
Candidate_1741,0,"AWS, DevOps",B.Sc in IT,Data Analyst
Candidate_1742,3,"Python, SQL, ML",M.Tech,Embedded Engineer
Candidate_1743,8,"PHP, Laravel",MCA,Data Scientist
Candidate_1744,14,"JavaScript, React",MBA,Product Manager
Candidate_1745,7,"PHP, Laravel",B.Com,Frontend Developer
Candidate_1746,10,"Excel, Admin",M.Tech,Data Analyst
Candidate_1747,11,"Python, SQL, ML",B.Sc in IT,Backend Developer
Candidate_1748,1,"C++, IoT",MCA,Backend Developer
Candidate_1749,12,"JavaScript, React",M.Tech,Embedded Engineer
Candidate_1750,13,"Node.js, MongoDB",Diploma in CS,Data Analyst
Candidate_1751,12,"Java, Spring",BCA,Product Manager
Candidate_1752,9,"Python, SQL, ML",B.Tech in CS,Data Analyst
Candidate_1753,11,"PHP, Laravel",B.Com,Virtual Assistant
Candidate_1754,1,"Node.js, MongoDB",B.Tech in CS,Embedded Engineer
Candidate_1755,9,"Java, Spring",M.Tech,Backend Developer
Candidate_1756,13,"R, Statistics",MCA,Virtual Assistant
Candidate_1757,0,"Angular, TypeScript",B.Tech in CS,Data Scientist
Candidate_1758,14,"Node.js, MongoDB",BCA,Virtual Assistant
Candidate_1759,13,"JavaScript, React",MBA,Backend Developer
Candidate_1760,3,"JavaScript, React",B.Sc in IT,Backend Developer
Candidate_1761,5,"JavaScript, React",BCA,DevOps Engineer
Candidate_1762,5,"Node.js, MongoDB",B.Com,Data Analyst
Candidate_1763,2,"Node.js, MongoDB",BCA,Backend Developer
Candidate_1764,10,"Python, SQL, ML",Diploma in CS,Frontend Developer
Candidate_1765,8,"Angular, TypeScript",B.Sc in IT,Data Scientist
Candidate_1766,10,"Python, SQL, ML",Diploma in CS,Data Analyst
Candidate_1767,9,"C++, IoT",B.Tech in CS,Embedded Engineer
Candidate_1768,9,"Java, Spring",M.Tech,Frontend Developer
Candidate_1769,13,"Python, SQL, ML",Diploma in CS,Data Analyst
Candidate_1770,14,"PHP, Laravel",B.Sc in IT,Backend Developer
Candidate_1771,7,"C++, IoT",M.Tech,DevOps Engineer
Candidate_1772,8,"C++, IoT",MCA,Data Analyst
Candidate_1773,0,"Node.js, MongoDB",M.Tech,Frontend Developer
Candidate_1774,2,"Python, SQL, ML",Diploma in CS,DevOps Engineer
Candidate_1775,3,"Java, Spring",B.Tech in CS,Product Manager
Candidate_1776,3,"JavaScript, React",MCA,Backend Developer
Candidate_1777,14,"R, Statistics",MCA,Data Analyst
Candidate_1778,3,"C++, IoT",B.Com,Backend Developer
Candidate_1779,8,"Angular, TypeScript",MBA,Backend Developer
Candidate_1780,0,"R, Statistics",B.Tech in CS,Data Scientist
Candidate_1781,13,"PHP, Laravel",BCA,Backend Developer
Candidate_1782,15,"Java, Spring",B.Tech in CS,Product Manager
Candidate_1783,4,"Python, SQL, ML",BCA,Data Scientist
Candidate_1784,5,"JavaScript, React",B.Com,DevOps Engineer
Candidate_1785,5,"Java, Spring",Diploma in CS,Data Analyst
Candidate_1786,6,"Java, Spring",MBA,Product Manager
Candidate_1787,11,"Java, Spring",B.Sc in IT,Frontend Developer
Candidate_1788,13,"AWS, DevOps",B.Tech in CS,Virtual Assistant
Candidate_1789,7,"R, Statistics",BCA,Embedded Engineer
Candidate_1790,8,"Excel, Admin",MCA,Data Scientist
Candidate_1791,10,"Excel, Admin",B.Tech in CS,Virtual Assistant
Candidate_1792,5,"Java, Spring",B.Sc in IT,Virtual Assistant
Candidate_1793,2,"Angular, TypeScript",Diploma in CS,Data Scientist
Candidate_1794,14,"Java, Spring",BCA,DevOps Engineer
Candidate_1795,14,"Node.js, MongoDB",B.Com,DevOps Engineer
Candidate_1796,3,"PHP, Laravel",B.Tech in CS,Embedded Engineer
Candidate_1797,15,"Java, Spring",MBA,Data Scientist
Candidate_1798,11,"C++, IoT",M.Tech,Backend Developer
Candidate_1799,8,"Java, Spring",MBA,Virtual Assistant
Candidate_1800,2,"Excel, Admin",B.Sc in IT,Backend Developer
Candidate_1801,8,"Node.js, MongoDB",MCA,Data Analyst
Candidate_1802,8,"Python, SQL, ML",Diploma in CS,Frontend Developer
Candidate_1803,4,"Node.js, MongoDB",MCA,Data Analyst
Candidate_1804,13,"Java, Spring",B.Sc in IT,Backend Developer
Candidate_1805,7,"R, Statistics",BCA,Backend Developer
Candidate_1806,13,"Angular, TypeScript",B.Com,Embedded Engineer
Candidate_1807,8,"Angular, TypeScript",MBA,Frontend Developer
Candidate_1808,2,"AWS, DevOps",B.Com,Backend Developer
Candidate_1809,12,"Python, SQL, ML",BCA,Backend Developer
Candidate_1810,14,"Excel, Admin",B.Com,Data Scientist
Candidate_1811,3,"AWS, DevOps",Diploma in CS,Data Analyst
Candidate_1812,8,"Angular, TypeScript",B.Tech in CS,Embedded Engineer
Candidate_1813,1,"JavaScript, React",BCA,Product Manager
Candidate_1814,14,"Python, SQL, ML",BCA,Embedded Engineer
Candidate_1815,3,"C++, IoT",MBA,Embedded Engineer
Candidate_1816,9,"Python, SQL, ML",B.Com,Data Scientist
Candidate_1817,13,"Node.js, MongoDB",BCA,Frontend Developer
Candidate_1818,12,"Angular, TypeScript",MCA,Data Scientist
Candidate_1819,11,"Python, SQL, ML",B.Tech in CS,Virtual Assistant
Candidate_1820,15,"R, Statistics",B.Com,Virtual Assistant
Candidate_1821,5,"AWS, DevOps",B.Tech in CS,Data Scientist
Candidate_1822,8,"Node.js, MongoDB",B.Com,Frontend Developer
Candidate_1823,2,"Node.js, MongoDB",MBA,Virtual Assistant
Candidate_1824,13,"AWS, DevOps",B.Com,Frontend Developer
Candidate_1825,10,"Python, SQL, ML",B.Tech in CS,Virtual Assistant
Candidate_1826,13,"C++, IoT",MBA,Virtual Assistant
Candidate_1827,11,"AWS, DevOps",B.Tech in CS,Embedded Engineer
Candidate_1828,15,"AWS, DevOps",M.Tech,Data Analyst
Candidate_1829,6,"R, Statistics",B.Sc in IT,Data Analyst
Candidate_1830,7,"Java, Spring",BCA,Backend Developer
Candidate_1831,12,"Java, Spring",M.Tech,Product Manager
Candidate_1832,12,"Python, SQL, ML",MCA,Data Scientist
Candidate_1833,4,"C++, IoT",B.Sc in IT,Data Analyst
Candidate_1834,11,"Node.js, MongoDB",MCA,Product Manager
Candidate_1835,13,"JavaScript, React",B.Com,Data Scientist
Candidate_1836,6,"Java, Spring",MCA,Virtual Assistant
Candidate_1837,14,"Java, Spring",M.Tech,Data Analyst
Candidate_1838,12,"Node.js, MongoDB",B.Com,Virtual Assistant
Candidate_1839,3,"PHP, Laravel",B.Tech in CS,Backend Developer
Candidate_1840,7,"Python, SQL, ML",B.Com,Embedded Engineer
Candidate_1841,2,"AWS, DevOps",Diploma in CS,Embedded Engineer
Candidate_1842,4,"PHP, Laravel",Diploma in CS,Virtual Assistant
Candidate_1843,1,"R, Statistics",B.Sc in IT,Backend Developer
Candidate_1844,9,"Python, SQL, ML",BCA,Backend Developer
Candidate_1845,12,"Excel, Admin",B.Sc in IT,Data Scientist
Candidate_1846,13,"R, Statistics",M.Tech,Backend Developer
Candidate_1847,14,"R, Statistics",B.Com,Frontend Developer
Candidate_1848,15,"Angular, TypeScript",Diploma in CS,Frontend Developer
Candidate_1849,7,"R, Statistics",B.Com,Data Analyst
Candidate_1850,6,"AWS, DevOps",MBA,Data Scientist
Candidate_1851,15,"Excel, Admin",M.Tech,Data Analyst
Candidate_1852,0,"Node.js, MongoDB",BCA,Embedded Engineer
Candidate_1853,10,"R, Statistics",B.Sc in IT,Embedded Engineer
Candidate_1854,7,"Python, SQL, ML",B.Tech in CS,DevOps Engineer
Candidate_1855,14,"Excel, Admin",BCA,Data Analyst
Candidate_1856,4,"R, Statistics",MCA,Data Analyst
Candidate_1857,5,"PHP, Laravel",BCA,Backend Developer
Candidate_1858,10,"JavaScript, React",BCA,DevOps Engineer
Candidate_1859,3,"JavaScript, React",B.Sc in IT,Embedded Engineer
Candidate_1860,7,"Python, SQL, ML",MCA,Data Analyst
Candidate_1861,10,"C++, IoT",BCA,Data Scientist
Candidate_1862,12,"R, Statistics",MBA,Data Scientist
Candidate_1863,5,"JavaScript, React",B.Tech in CS,DevOps Engineer
Candidate_1864,4,"Python, SQL, ML",B.Tech in CS,Data Scientist
Candidate_1865,12,"PHP, Laravel",B.Com,Frontend Developer
Candidate_1866,14,"Python, SQL, ML",M.Tech,Frontend Developer
Candidate_1867,0,"PHP, Laravel",BCA,Frontend Developer
Candidate_1868,1,"Python, SQL, ML",B.Sc in IT,Embedded Engineer
Candidate_1869,9,"JavaScript, React",B.Tech in CS,Virtual Assistant
Candidate_1870,8,"Java, Spring",MCA,Embedded Engineer
Candidate_1871,8,"C++, IoT",MCA,Virtual Assistant
Candidate_1872,9,"C++, IoT",MBA,Embedded Engineer
Candidate_1873,5,"C++, IoT",M.Tech,Product Manager
Candidate_1874,9,"PHP, Laravel",B.Com,Frontend Developer
Candidate_1875,14,"JavaScript, React",B.Tech in CS,Virtual Assistant
Candidate_1876,9,"Excel, Admin",MBA,Data Analyst
Candidate_1877,7,"R, Statistics",B.Sc in IT,DevOps Engineer
Candidate_1878,15,"Python, SQL, ML",Diploma in CS,Embedded Engineer
Candidate_1879,5,"AWS, DevOps",B.Sc in IT,Frontend Developer
Candidate_1880,2,"PHP, Laravel",M.Tech,Product Manager
Candidate_1881,4,"Java, Spring",MCA,Frontend Developer
Candidate_1882,12,"Python, SQL, ML",MBA,Frontend Developer
Candidate_1883,1,"Angular, TypeScript",B.Tech in CS,Data Analyst
Candidate_1884,13,"R, Statistics",B.Sc in IT,Backend Developer
Candidate_1885,4,"Excel, Admin",Diploma in CS,Embedded Engineer
Candidate_1886,6,"JavaScript, React",B.Com,DevOps Engineer
Candidate_1887,13,"AWS, DevOps",B.Sc in IT,Product Manager
Candidate_1888,13,"Angular, TypeScript",MBA,Backend Developer
Candidate_1889,2,"PHP, Laravel",B.Com,Embedded Engineer
Candidate_1890,5,"JavaScript, React",M.Tech,Virtual Assistant
Candidate_1891,12,"Excel, Admin",Diploma in CS,Embedded Engineer
Candidate_1892,3,"Angular, TypeScript",Diploma in CS,DevOps Engineer
Candidate_1893,11,"Angular, TypeScript",MBA,Virtual Assistant
Candidate_1894,4,"AWS, DevOps",MCA,Embedded Engineer
Candidate_1895,12,"R, Statistics",Diploma in CS,Data Analyst
Candidate_1896,9,"JavaScript, React",Diploma in CS,Frontend Developer
Candidate_1897,7,"R, Statistics",M.Tech,Frontend Developer
Candidate_1898,13,"Node.js, MongoDB",M.Tech,Product Manager
Candidate_1899,9,"Python, SQL, ML",B.Tech in CS,Data Scientist
Candidate_1900,11,"Excel, Admin",M.Tech,Frontend Developer
Candidate_1901,10,"R, Statistics",M.Tech,DevOps Engineer
Candidate_1902,11,"R, Statistics",B.Tech in CS,Product Manager
Candidate_1903,8,"R, Statistics",M.Tech,Frontend Developer
Candidate_1904,12,"Excel, Admin",Diploma in CS,Embedded Engineer
Candidate_1905,15,"R, Statistics",B.Com,DevOps Engineer
Candidate_1906,3,"C++, IoT",B.Com,DevOps Engineer
Candidate_1907,8,"JavaScript, React",Diploma in CS,Data Scientist
Candidate_1908,14,"PHP, Laravel",B.Com,Product Manager
Candidate_1909,0,"C++, IoT",MBA,Embedded Engineer
Candidate_1910,0,"R, Statistics",M.Tech,Data Analyst
Candidate_1911,0,"Python, SQL, ML",M.Tech,Frontend Developer
Candidate_1912,4,"C++, IoT",Diploma in CS,Virtual Assistant
Candidate_1913,0,"R, Statistics",M.Tech,Data Analyst
Candidate_1914,2,"C++, IoT",B.Com,Backend Developer
Candidate_1915,14,"Node.js, MongoDB",Diploma in CS,Backend Developer
Candidate_1916,15,"Python, SQL, ML",BCA,DevOps Engineer
Candidate_1917,5,"Python, SQL, ML",BCA,Frontend Developer
Candidate_1918,12,"Python, SQL, ML",MCA,Product Manager
Candidate_1919,6,"Java, Spring",MBA,Virtual Assistant
Candidate_1920,4,"C++, IoT",M.Tech,Backend Developer
Candidate_1921,12,"C++, IoT",B.Tech in CS,Embedded Engineer
Candidate_1922,15,"AWS, DevOps",MBA,Data Analyst
Candidate_1923,8,"Excel, Admin",M.Tech,Backend Developer
Candidate_1924,10,"Java, Spring",B.Com,Frontend Developer
Candidate_1925,9,"C++, IoT",MBA,DevOps Engineer
Candidate_1926,4,"R, Statistics",B.Tech in CS,Backend Developer
Candidate_1927,10,"Java, Spring",M.Tech,Data Scientist
Candidate_1928,10,"R, Statistics",MBA,Embedded Engineer
Candidate_1929,0,"R, Statistics",B.Com,Data Analyst
Candidate_1930,6,"R, Statistics",MBA,Product Manager
Candidate_1931,13,"Angular, TypeScript",BCA,DevOps Engineer
Candidate_1932,15,"JavaScript, React",MCA,Product Manager
Candidate_1933,11,"AWS, DevOps",M.Tech,Data Analyst
Candidate_1934,14,"Node.js, MongoDB",B.Sc in IT,Embedded Engineer
Candidate_1935,13,"Python, SQL, ML",BCA,Backend Developer
Candidate_1936,0,"Excel, Admin",Diploma in CS,DevOps Engineer
Candidate_1937,7,"Angular, TypeScript",BCA,Data Scientist
Candidate_1938,11,"PHP, Laravel",B.Tech in CS,Product Manager
Candidate_1939,3,"Angular, TypeScript",B.Sc in IT,Embedded Engineer
Candidate_1940,14,"Node.js, MongoDB",B.Sc in IT,Embedded Engineer
Candidate_1941,7,"JavaScript, React",B.Sc in IT,Embedded Engineer
Candidate_1942,12,"AWS, DevOps",Diploma in CS,Frontend Developer
Candidate_1943,8,"AWS, DevOps",M.Tech,Data Analyst
Candidate_1944,8,"PHP, Laravel",B.Sc in IT,Product Manager
Candidate_1945,15,"Java, Spring",B.Sc in IT,Data Scientist
Candidate_1946,8,"Java, Spring",MBA,Backend Developer
Candidate_1947,11,"JavaScript, React",B.Com,Virtual Assistant
Candidate_1948,11,"R, Statistics",MCA,Backend Developer
Candidate_1949,8,"Python, SQL, ML",B.Com,Data Scientist
Candidate_1950,10,"PHP, Laravel",B.Sc in IT,DevOps Engineer
Candidate_1951,8,"AWS, DevOps",M.Tech,Backend Developer
Candidate_1952,8,"Python, SQL, ML",M.Tech,Frontend Developer
Candidate_1953,5,"JavaScript, React",BCA,Data Scientist
Candidate_1954,8,"Node.js, MongoDB",B.Com,Frontend Developer
Candidate_1955,8,"Angular, TypeScript",Diploma in CS,Product Manager
Candidate_1956,1,"Python, SQL, ML",MBA,Frontend Developer
Candidate_1957,12,"AWS, DevOps",BCA,Frontend Developer
Candidate_1958,1,"Node.js, MongoDB",B.Com,Embedded Engineer
Candidate_1959,12,"Excel, Admin",MBA,Virtual Assistant
Candidate_1960,8,"Angular, TypeScript",MCA,Embedded Engineer
Candidate_1961,11,"C++, IoT",B.Sc in IT,Frontend Developer
Candidate_1962,12,"C++, IoT",B.Com,Virtual Assistant
Candidate_1963,4,"AWS, DevOps",B.Com,Product Manager
Candidate_1964,1,"Angular, TypeScript",MCA,Frontend Developer
Candidate_1965,15,"AWS, DevOps",BCA,Data Scientist
Candidate_1966,11,"C++, IoT",BCA,Product Manager
Candidate_1967,14,"Angular, TypeScript",MBA,Embedded Engineer
Candidate_1968,0,"Python, SQL, ML",MCA,Embedded Engineer
Candidate_1969,3,"R, Statistics",M.Tech,Virtual Assistant
Candidate_1970,3,"Java, Spring",MBA,Frontend Developer
Candidate_1971,14,"AWS, DevOps",MCA,Embedded Engineer
Candidate_1972,3,"Java, Spring",B.Tech in CS,Embedded Engineer
Candidate_1973,1,"C++, IoT",B.Tech in CS,Data Analyst
Candidate_1974,1,"Angular, TypeScript",BCA,Data Analyst
Candidate_1975,11,"AWS, DevOps",MBA,DevOps Engineer
Candidate_1976,10,"Node.js, MongoDB",MCA,Frontend Developer
Candidate_1977,11,"JavaScript, React",M.Tech,DevOps Engineer
Candidate_1978,3,"PHP, Laravel",MBA,Virtual Assistant
Candidate_1979,8,"Excel, Admin",Diploma in CS,Frontend Developer
Candidate_1980,3,"Java, Spring",Diploma in CS,DevOps Engineer
Candidate_1981,11,"R, Statistics",MCA,Data Analyst
Candidate_1982,12,"AWS, DevOps",Diploma in CS,Virtual Assistant
Candidate_1983,5,"Python, SQL, ML",MCA,Backend Developer
Candidate_1984,10,"AWS, DevOps",M.Tech,Embedded Engineer
Candidate_1985,1,"Angular, TypeScript",MBA,Frontend Developer
Candidate_1986,11,"C++, IoT",B.Tech in CS,Product Manager
Candidate_1987,5,"Excel, Admin",BCA,Data Scientist
Candidate_1988,11,"R, Statistics",B.Tech in CS,Data Scientist
Candidate_1989,4,"Angular, TypeScript",B.Tech in CS,Data Analyst
Candidate_1990,8,"AWS, DevOps",M.Tech,Frontend Developer
Candidate_1991,6,"Angular, TypeScript",BCA,Product Manager
Candidate_1992,0,"JavaScript, React",Diploma in CS,Data Analyst
Candidate_1993,4,"C++, IoT",B.Sc in IT,DevOps Engineer
Candidate_1994,0,"AWS, DevOps",M.Tech,Frontend Developer
Candidate_1995,4,"Node.js, MongoDB",BCA,Backend Developer
Candidate_1996,13,"AWS, DevOps",BCA,Frontend Developer
Candidate_1997,11,"Node.js, MongoDB",MBA,Embedded Engineer
Candidate_1998,5,"PHP, Laravel",Diploma in CS,DevOps Engineer
Candidate_1999,15,"C++, IoT",B.Com,Frontend Developer
